DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank,Shape_Leng,Shape_Area,,,,,
S01008634,Merchiston and Greenhill - 03,City of Edinburgh,765,527,6893,5,10,20,99,2%,14,6553,1%,7,6800,25,32,0,83,9%,5%,45,6865,0%,6.11,10,0%,12%,6871,3.6,1.61,2.24,3.05,3.17,2.65,6.42,7.26,8.49,0%,5798,17,225,3032,87,24,12%,3%,2093,2247.155912,120212.9324,,,,,
S01008635,Merchiston and Greenhill - 04,City of Edinburgh,838,579,6816,5,10,20,98,2%,16,6521,2%,11,6513,35,39,0,101,12%,0%,58,6469,90%,6.45,14,0%,7%,6636,3.12,1.92,1.97,2.74,3.12,2.09,5.89,5.24,5.35,0%,6412,28,338,1913,67,11,8%,1%,3908,3126.082507,139942.5548,,,,,
S01008636,Merchiston and Greenhill - 05,City of Edinburgh,879,613,6854,5,10,20,99,1%,13,6718,2%,10,6677,35,15,36,62,11%,5%,55,6592,0%,6.11,17,6%,8%,6620,3.85,1.07,2.31,2.28,3.43,1.61,3.03,4.65,3.61,0%,6601,27,311,2140,116,17,13%,2%,2037,3194.907231,132544.157,,,,,
S01008637,Merchiston and Greenhill - 06,City of Edinburgh,855,569,6882,5,10,20,99,1%,12,6747,1%,7,6847,50,30,17,109,20%,0%,65,5272,88%,6.58,24,0%,15%,6661,2.17,1.19,1.42,1.65,3.38,1.58,3.48,4.23,4.15,0%,6939,15,178,3743.5,89,17,13%,3%,1992,3756.762823,196899.0376,,,,,
S01008638,Bruntsfield - 01,City of Edinburgh,882,587,5645,5,9,17,81,8%,72,3868,2%,13,6392,75,66,67,108,16%,0%,82,4074,0%,0,36,0%,2%,6460,1.6,2.26,1.95,3.24,3.22,2.61,5.37,3.57,5.75,0%,6443,8,92,5283,163,12,20%,2%,937,1599.567798,59109.54337,,,,,
S01008639,Bruntsfield - 02,City of Edinburgh,977,797,5768,5,9,17,83,5%,45,5176,5%,39,4614,50,81,98,78,12%,6%,54,5803,89%,6.5,26,7%,10%,6215,2.28,2.27,1.96,3.22,3.04,2.34,5.07,4.56,6.34,0%,6355,17,176,3772,143,39,17%,5%,1048,1882.238615,71779.68537,,,,,
S01008640,Bruntsfield - 03,City of Edinburgh,820,673,6932,5,10,20,100,1%,12,6722,1%,8,6859,30,6,0,83,9%,0%,47,6847,91%,6.1,15,0%,4%,6382,1.64,1.49,1.01,2.43,2.95,1.39,4.25,2.72,3.69,0%,6956,15,185,3626,135,17,17%,2%,1259,1278.149292,47797.48348,,,,,
S01008641,Bruntsfield - 04,City of Edinburgh,959,835,6964,5,10,20,100,1%,6,6954,1%,7,6930,15,27,12,37,8%,5%,41,6965,0%,6.63,15,3%,23%,6957,1.96,0.99,0.8,1.48,3.91,0.99,2.67,1.98,1.93,0%,6974,8,85,5425,192,27,23%,3%,533,1064.817877,31697.88346,,,,,
S01008642,Bruntsfield - 05,City of Edinburgh,923,719,6861,5,10,20,99,2%,16,6590,1%,10,6792,20,5,0,35,10%,3%,43,6950,0%,6.63,11,0%,3%,6809,2.67,1.66,1.51,1.87,3.28,1.79,4.41,3.7,4.16,0%,6848,28,307,2170,160,28,17%,3%,1166,2233.684914,87137.59003,,,,,
S01008643,Bruntsfield - 06,City of Edinburgh,781,596,6785,5,10,20,98,3%,20,6187,3%,17,5903.5,30,5,0,58,9%,0%,52,6853,0%,6.33,23,0%,9%,6760,2.75,1.77,1.86,2.51,2.78,2.08,5.18,4.81,5.71,0%,6649,11,143,4298,96,28,14%,4%,1550,923.7563114,38973.2767,,,,,
S01008644,Bruntsfield - 07,City of Edinburgh,833,651,5579,4,8,16,80,8%,64,4010,4%,28,4994,55,66,31,71,12%,0%,56,5762,0%,6,22,2%,3%,6182,3.44,1.43,1.69,2.85,2.78,2.65,3.75,5.08,7.08,0%,6599,4,49,6186,150,36,20%,5%,697,1952.311897,42971.42718,,,,,
S01008645,Polwarth - 01,City of Edinburgh,836,657,6771,5,10,20,98,4%,36,5316,1%,9,6791,40,0,0,101,10%,3%,59,6578,0%,6.33,31,0%,3%,6431,3.56,0.67,1.56,2.85,3.28,2.76,1.94,5.03,7.5,0%,6874,4,48,6191,171,15,21%,2%,862,1239.30695,26891.59444,,,,,
S01008646,Polwarth - 02,City of Edinburgh,914,733,6514,5,10,19,94,3%,24,6162,2%,16,6380,35,48,72,61,11%,3%,58,6442,89%,6,35,0%,5%,5733,3.81,1.32,1.85,3.18,3.35,3.15,4.43,5.69,8.65,0%,6159,19,211,3247,152,62,19%,8%,549,1601.412205,51880.84928,,,,,
S01008647,Polwarth - 03,City of Edinburgh,665,575,6435,5,10,19,93,4%,29,5292,2%,13,6354,35,37,0,38,12%,9%,58,6579,0%,0,25,0%,4%,5875,3.34,1.71,1.83,2.52,3.05,3.16,5.47,4.82,6.93,0%,6246,8,122,4717,99,48,17%,8%,647,1108.379589,35721.96447,,,,,
S01008648,Polwarth - 04,City of Edinburgh,606,497,4505,4,7,13,65,6%,36,4634,3%,17,5531,60,45,35,50,13%,4%,60,5578,0%,0,67,29%,0%,1818,2.37,1.69,1.19,1.81,2.61,2.46,3.94,3.17,5.16,0%,6878,28,468,1139,148,39,24%,6%,329,1749.754916,52385.90951,,,,,
S01008649,Polwarth - 05,City of Edinburgh,995,831,4879,4,7,14,70,7%,71,4206,5%,40,4689.5,75,78,18,199,16%,10%,69,4067,0%,0,41,14%,7%,5118,3.32,2.38,1.45,2.48,3.34,2.96,7.9,3.86,7.3,0%,5965,5,51,6144,298,119,35%,14%,35,1270.704408,36158.88711,,,,,
S01008650,Polwarth - 06,City of Edinburgh,817,730,4476,4,7,13,65,8%,62,4049,7%,48,3880,85,41,55,83,14%,0%,55,4959,0%,5.33,47,0%,3%,4446,2.83,1.52,0.88,2.22,2.84,2.27,5.42,2.43,5.5,0%,6882,16,198,3428,291,118,40%,16%,14,1298.334243,22670.08183,,,,,
S01008651,Dalry and Fountainbridge - 01,City of Edinburgh,1667,1585,4276,4,7,13,62,6%,103,4545,5%,78,4625,80,195,63,137,10%,12%,68,4317,69%,5.33,74,23%,35%,2833,3.34,2.1,1.6,2.74,2.21,2.05,5.08,4.01,3.91,22%,5715,50,298,2256,284,68,41%,10%,26,3153.946787,167184.1973,,,,,
S01008652,Dalry and Fountainbridge - 02,City of Edinburgh,563,488,1723,2,3,5,25,17%,93,1983,16%,77,1262,140,264,258,116,19%,5%,75,2285,0%,0,86,9%,8%,2786,2.72,1.77,0.87,2.08,2.42,1.95,5.63,2.46,4.16,0%,6920,44,774,406,258,98,46%,17%,2,1483.427475,38236.87369,,,,,
S01008653,Dalry and Fountainbridge - 03,City of Edinburgh,812,705,2697,2,4,8,39,11%,89,3161,8%,55,3453,115,119,150,77,16%,10%,71,3404,78%,4.25,94,5%,1%,986,2.34,2.25,1.21,1.08,2.61,1.93,3.69,4.05,4.84,0%,6919,32,399,1513,257,60,38%,9%,53,1671.497967,76550.12201,,,,,
S01008654,Dalry and Fountainbridge - 04,City of Edinburgh,949,849,3344,3,5,10,48,11%,106,3121,9%,79,2939,115,95,9,77,16%,5%,56,4160,0%,0,56,14%,3%,4004,2.9,2.8,0.86,1.76,3.11,1.54,5.15,2.33,4.26,0%,6886,37,395,1527,361,128,39%,14%,22,1220.370455,34169.25672,,,,,
S01008655,Dalry and Fountainbridge - 05,City of Edinburgh,895,755,4282,4,7,13,62,6%,55,4557.5,4%,31,5115,70,64,63,119,12%,3%,112,4021,71%,0,52,3%,4%,2582,3.07,2.89,1.03,2,3.11,1.65,5.79,2.66,4.17,0%,6539,45,498,1012,225,46,28%,6%,237,2347.977655,80919.51338,,,,,
S01008656,Dalry and Fountainbridge - 06,City of Edinburgh,697,608,2068,2,3,6,30,16%,114,2012,14%,85,1675,150,168,144,128,16%,0%,94,2198,0%,0,95,0%,6%,2643,3.29,3.19,0.86,2.09,3.52,1.29,6.3,2.25,3.39,0%,6838,19,276,2455,310,83,48%,13%,7,946.7245807,21736.93765,,,,,
S01008657,Dalry and Fountainbridge - 07,City of Edinburgh,749,627,3322,3,5,10,48,10%,78,3297,9%,55,3110,105,117,70,106,16%,0%,64,3779,77%,5.43,59,6%,3%,2764,3.6,3.3,1.64,2.98,3.74,1.8,7.04,4.23,4.32,0%,5978,34,460,1182,78,43,12%,6%,1465,1489.682101,48128.66742,,,,,
S01008658,Dalry and Fountainbridge - 08,City of Edinburgh,1489,1335,3777,3,6,11,55,9%,131,3697,6%,86,3940,105,161,166,68,15%,0%,73,3613,82%,6,79,27%,13%,3633,3.65,2.46,2.23,3.03,2.64,3.02,7.47,7.16,7.06,16%,4469,46,306,2179,244,74,27%,8%,203,1366.277368,65701.58131,,,,,
S01008659,Tollcross - 01,City of Edinburgh,706,619,2842,3,5,9,41,10%,69,3451,7%,44,3650,105,199,126,129,17%,6%,90,2903,0%,5,74,13%,3%,1736,3.66,2.09,2.05,3.17,3.22,2.7,4.76,4.4,4.14,4%,5407,48,674,553,269,44,33%,5%,158,2681.420918,113086.9829,,,,,
S01008660,Tollcross - 02,City of Edinburgh,874,761,4824,4,7,14,70,4%,31,5687,3%,21,5949,40,72,69,103,11%,0%,57,6131,0%,0,37,0%,3%,4239,4.41,2.46,2.12,4.12,3.69,2.5,6.11,4.76,5.36,0%,4861,177,2028,36,275,26,29%,3%,284,3151.971832,239545.096,,,,,
S01008661,Tollcross - 03,City of Edinburgh,1046,926,3782,3,6,11,55,9%,96,3601,6%,52,4291,95,110,113,125,13%,0%,61,4166,78%,5.4,60,5%,15%,3751,3.85,2.16,2.15,4.2,1.92,2.32,5.21,4.51,4.34,0%,6028,62,591,709,263,76,35%,10%,61,2268.486407,81307.31379,,,,,
S01008662,Tollcross - 04,City of Edinburgh,555,500,3498,3,6,11,51,10%,54,3463,10%,52,2575,110,51,62,184,15%,9%,67,3596,0%,0,71,4%,6%,5701,3.59,1.99,1.92,3.15,3.01,1.26,3.83,3.76,2.01,0%,6762,23,420,1387,151,29,29%,6%,208,1244.448125,29640.28285,,,,,
S01008663,Tollcross - 05,City of Edinburgh,964,857,3086,3,5,9,45,9%,85,3692,7%,57,3864,100,130,420,98,16%,14%,104,2785,71%,5,71,4%,23%,3009,2.56,1.25,1.03,2.54,2.77,2.92,3.73,3.01,5.54,0%,6861,109,1135,149,292,76,35%,9%,65,1762.035582,50560.59918,,,,,
S01008664,Tollcross - 06,City of Edinburgh,807,703,4270,4,7,13,62,6%,50,4536,6%,41,4232.5,90,46,98,83,16%,0%,62,4371,82%,0,41,4%,2%,3468,2.08,1.29,1.21,3.02,3.28,2.99,2.97,2.29,4.89,0%,6792,43,527,901,165,66,23%,9%,267,1266.083446,27725.81216,,,,,
S01008665,Tollcross - 07,City of Edinburgh,1415,1261,4569,4,7,14,66,8%,112,3944,5%,65,4528,75,139,120,118,14%,3%,52,4743,83%,6.11,52,7%,11%,4770,2.6,1.67,1.25,2.42,3.07,3.16,3.33,2.67,5.85,0%,6351,49,344,1874,303,72,32%,8%,113,2060.811244,91172.67979,,,,,
S01008666,Meadows and Southside - 01,City of Edinburgh,1106,1006,6742,5,10,20,97,2%,25,6341,1%,13,6816,20,10,12,54,11%,6%,45,6921,87%,6.5,15,0%,26%,6782,1.14,1.23,1.55,2.75,3.15,2.57,2.79,2.61,4.31,0%,6917,29,266,2554,258,38,34%,5%,143,2172.49572,139699.533,,,,,
S01008667,Meadows and Southside - 02,City of Edinburgh,1056,897,4964,4,8,15,72,6%,65,4555,4%,36,5154,60,10,0,28,14%,13%,55,6091,79%,6.31,19,2%,10%,5890,3.15,1.77,1.86,3.96,1.94,3.48,4.96,5.23,7.31,10%,5422,86,815,354,162,25,22%,3%,584,3633.562528,323484.9909,,,,,
S01008668,Meadows and Southside - 03,City of Edinburgh,665,598,6043,5,9,18,87,3%,23,5731,3%,15,6122,45,43,116,74,9%,0%,33,6569,0%,0,32,7%,2%,5212,2.6,3.19,2.25,2.45,6.26,3.17,6.24,3.44,5.25,0%,4858,9,137,4421,181,69,32%,12%,62,930.3154499,24414.04542,,,,,
S01008669,Meadows and Southside - 04,City of Edinburgh,509,473,6580,5,10,19,95,2%,8,6678,1%,4,6919,25,23,48,119,9%,0%,33,6866,0%,0,37,0%,12%,6521,2.97,2.87,2.32,2.07,6.29,2.75,5.7,3.65,4.05,17%,4466,15,299,2245,201,7,35%,1%,193,821.2051036,24366.76827,,,,,
S01008670,Meadows and Southside - 05,City of Edinburgh,826,759,5790,5,9,17,83,2%,18,6383,1%,10,6805,40,36,0,82,13%,0%,51,6450,78%,0,35,21%,17%,4163,3.61,2.27,1.8,2.28,5.52,2.04,4.99,3.53,3.87,14%,5276,46,552,818,260,34,34%,4%,133,1163.451521,52318.37302,,,,,
S01008671,Meadows and Southside - 06,City of Edinburgh,725,660,5967,5,9,18,86,5%,33,5206,3%,19,5946,50,29,34,78,11%,9%,44,6302,0%,0,56,0%,23%,5556,4.33,1.68,1.05,2.27,5.05,1.28,4.18,2.43,3.11,0%,6824,16,224,3056,246,52,33%,7%,117,987.9742523,27465.02435,,,,,
S01008672,Meadows and Southside - 07,City of Edinburgh,781,663,6331,5,10,19,91,3%,25,5863,2%,12,6568,30,45,33,87,11%,20%,59,6532,0%,0,46,0%,12%,6659,4.71,1.19,1.26,2.15,5.35,1.51,3.31,3.36,3.9,0%,6812,32,415,1421,205,41,30%,6%,194,847.9686133,31476.53001,,,,,
S01008673,Meadows and Southside - 08,City of Edinburgh,1836,1603,4156,3,6,12,60,7%,133,4168,6%,91,4294,85,81,43,79,13%,0%,58,4834,77%,5.75,40,7%,33%,5004,4.64,2.23,1.89,4.18,2.48,2.7,6.6,5.81,6.81,1%,5147,125,679,548,406,77,38%,7%,58,3287.696995,295986.5752,,,,,
S01008674,"Old Town, Princes Street and Leith Street - 01",City of Edinburgh,1221,1161,4105,3,6,12,59,5%,58,5112,4%,52,4850,60,105,142,153,11%,0%,44,5547,0%,0,58,0%,0%,3471,5.6,1.09,1.39,4.43,2.99,3.42,2.88,3.26,5.75,8%,5637,221,1809,51,284,81,36%,10%,52,2215.069578,97716.77188,,,,,
S01008675,"Old Town, Princes Street and Leith Street - 02",City of Edinburgh,843,726,2592,2,4,8,38,9%,79,3543,9%,63,3130,100,243,460,57,13%,10%,83,3376,0%,0,54,0%,3%,1666,5.46,1.76,2.4,4.61,3.68,2.71,4.47,5.57,5.8,19%,4359,66,781,394,270,84,38%,12%,30,3210.63784,200589.1968,,,,,
S01008676,"Old Town, Princes Street and Leith Street - 03",City of Edinburgh,705,604,3285,3,5,10,48,7%,50,4221,7%,41,3838,70,276,441,54,12%,13%,95,3817,0%,0,35,4%,1%,3374,4.83,2.3,2.37,3.3,3.92,3.25,6.31,5.39,6.55,6%,4176,264,3750,13,114,28,17%,4%,1115,4133.369517,294763.1553,,,,,
S01008677,"Old Town, Princes Street and Leith Street - 04",City of Edinburgh,864,779,3201,3,5,10,46,8%,66,4022,7%,53,3789,75,118,222,63,10%,0%,60,5090,0%,0,66,0%,1%,3775,7.1,2.54,1.73,3.05,5.47,3.59,6.81,3.55,6.65,9%,3641,608,7035,6,256,70,35%,10%,63,5369.61066,438908.5248,,,,,
S01008678,"Old Town, Princes Street and Leith Street - 05",City of Edinburgh,1456,1390,3815,3,6,11,55,7%,107,4145,5%,75,4402,75,196,244,223,9%,0%,59,4524,0%,0,62,11%,16%,4840,6.34,1.16,1.67,3.73,3.57,3.63,3.94,4.82,6.1,25%,4898,184,1266,108,253,47,35%,7%,95,2320.590556,117001.4719,,,,,
S01008679,"Old Town, Princes Street and Leith Street - 06",City of Edinburgh,1431,1288,1059,1,2,4,16,17%,240,1935,16%,211,1182,210,307,709,143,18%,0%,108,735,0%,0,95,29%,6%,1244,6.73,1.64,1.42,2.57,4.7,3.61,5.34,2.9,6.18,25%,4601,328,2294,26,368,46,42%,5%,48,1729.056641,102133.0387,,,,,
S01008680,"Canongate, Southside and Dumbiedykes - 01",City of Edinburgh,709,648,4134,3,6,12,60,6%,44,4532,5%,32,4663,70,78,209,156,13%,0%,69,4390,73%,0,90,0%,18%,4638,5.14,0.77,1.35,3.12,4.01,1.43,2.09,3.11,3.01,0%,6700,80,1129,151,219,56,37%,9%,55,1473.321749,51285.74862,,,,,
S01008681,"Canongate, Southside and Dumbiedykes - 02",City of Edinburgh,1347,1210,2868,3,5,9,42,10%,131,3464,6%,71,4181,115,89,77,136,14%,6%,64,3635,67%,5.2,86,25%,9%,1472,5.18,0.62,1.75,2.49,5.13,2.02,1.79,5.1,5.52,10%,6207,155,1151,143,352,21,36%,2%,148,1474.390899,59491.07823,,,,,
S01008682,"Canongate, Southside and Dumbiedykes - 03",City of Edinburgh,906,792,3703,3,6,11,54,9%,78,3755,6%,45,4248,95,84,63,109,13%,9%,67,4086,79%,4.43,64,0%,1%,2024,4.73,1.52,1.89,2,6.31,2.2,4.55,5.43,6.1,0%,6174,28,313,2125,260,48,33%,6%,124,1969.534071,80402.84811,,,,,
S01008683,"Canongate, Southside and Dumbiedykes - 04",City of Edinburgh,2033,1800,2642,2,4,8,38,12%,246,2878,8%,149,3287,135,135,276,144,14%,3%,69,2956,68%,4.95,119,7%,15%,1730,6.31,1.62,1.89,3.66,5.47,3.03,5.96,5.5,8.11,10%,4190,84,414,1429,329,68,31%,6%,178,2305.218044,90258.48817,,,,,
S01008684,"Canongate, Southside and Dumbiedykes - 05",City of Edinburgh,1161,937,1544,2,3,5,23,16%,190,2011,13%,126,1783,140,172,201,112,16%,0%,72,2769,70%,5,128,6%,1%,863,6.82,2.67,1.58,3.62,6.49,4.21,10.39,4.39,12.87,5%,2577,74,637,604,221,62,24%,7%,328,7893.077321,2360279.287,,,,,
S01008685,"Canongate, Southside and Dumbiedykes - 06",City of Edinburgh,2224,2064,2611,2,4,8,38,8%,175,3959,7%,149,3634,110,210,83,137,16%,0%,81,3059,66%,3.71,99,11%,8%,649,6.31,2.53,1.89,1.7,5.16,4.24,7.64,4.96,10.6,10%,3747,100,451,1232,157,46,20%,6%,561,2976.316012,171214.9902,,,,,
S01008686,Abbeyhill - 01,City of Edinburgh,1252,1005,2238,2,4,7,33,15%,189,2229,10%,100,2695,165,114,162,177,19%,17%,99,1539,72%,6.08,98,18%,7%,2538,4.86,2.66,2.35,1.9,3.34,3.16,5.22,5.69,7.99,21%,4473,46,364,1724,228,73,24%,8%,305,4628.968846,369869.8592,,,,,
S01008687,Abbeyhill - 02,City of Edinburgh,707,642,3976,3,6,12,57,8%,56,3942,6%,36,4302,60,120,49,47,12%,14%,48,5766,63%,0,40,21%,11%,2949,5.42,3.87,3.52,3.5,4.97,4.03,7.6,9.12,10.05,0%,2154,6,86,5391,208,110,32%,17%,37,700.036551,27323.17672,,,,,
S01008688,Abbeyhill - 03,City of Edinburgh,948,716,3321,3,5,10,48,9%,89,3541,9%,65,3016,60,60,52,18,11%,5%,43,6262,79%,0,51,4%,9%,1989,4.64,3.35,3,2.91,4.31,3.51,7.14,8.65,9.66,0%,3348,22,235,2933,181,80,22%,10%,278,1354.440192,64447.78797,,,,,
S01008689,Meadowbank and Abbeyhill North - 01,City of Edinburgh,875,718,4713,4,7,14,68,7%,65,4102,4%,27,5280.5,70,61,43,80,14%,0%,76,4664,0%,0,37,5%,2%,3587,4.84,1.47,0.78,2.41,1.83,1.45,3.95,2.53,4.59,0%,6954,29,336,1932,207,120,24%,14%,155,1201.068862,40274.76952,,,,,
S01008690,Meadowbank and Abbeyhill North - 02,City of Edinburgh,1026,835,6096,5,9,18,88,4%,36,5703.5,3%,22,6094,40,39,50,74,14%,1%,57,6156,72%,6.18,45,0%,11%,4941,4.28,2.71,2.13,3.05,3.17,1.16,6.51,6.54,3.74,2%,5901,21,207,3294,193,78,19%,8%,479,1787.290087,120314.7892,,,,,
S01008691,Meadowbank and Abbeyhill North - 03,City of Edinburgh,1209,1025,3298,3,5,10,48,10%,121,3394,9%,91,3084,100,45,70,61,15%,4%,58,4523,85%,4.83,49,5%,7%,3411,3.15,3.37,2.91,2.5,4.03,2.75,6.84,8.06,7.84,0%,4570,58,478,1108,268,136,26%,13%,142,2505.100539,211060.0962,,,,,
S01008692,Meadowbank and Abbeyhill North - 04,City of Edinburgh,1381,1034,3833,3,6,11,55,8%,115,3834,7%,75,3626,70,114,31,34,15%,3%,58,5183,72%,4.63,67,4%,11%,2352,2.71,3.36,2.82,2.45,4.43,2.44,6.66,7.83,6.71,0%,4936,27,198,3435,159,46,25%,7%,268,2156.391109,175657.5552,,,,,
S01008693,Meadowbank and Abbeyhill North - 05,City of Edinburgh,454,282,5348,4,8,16,77,4%,18,5464.5,5%,14,4644.5,55,73,35,76,13%,0%,67,5402,86%,5.58,81,0%,3%,3837,2.62,3.51,2.67,1.83,5.03,3.5,8.93,8.36,9.26,0%,4060,7,156,4081,38,6,8%,1%,4096,1651.186032,92133.50836,,,,,
S01008694,Willowbrae and Duddingston Village - 01,City of Edinburgh,897,705,5261,4,8,16,76,5%,41,5194,4%,25,5401,45,119,20,80,10%,2%,58,6101,90%,5.33,56,3%,5%,4260,2.97,3.79,3.78,4.24,5.34,3.74,6.79,7.58,9.52,0%,2639,13,147,4239.5,188,72,19%,7%,569.5,1378.966225,45906.74174,,,,,
S01008695,Willowbrae and Duddingston Village - 02,City of Edinburgh,701,528,5354,4,8,16,77,7%,47,4371,4%,19,5351,50,0,0,79,13%,3%,69,6123,83%,5.79,41,4%,17%,5078,1.34,2.16,2.5,3.05,5.7,4.81,4.85,5.55,9.31,0%,5040,24,347,1848,83,23,12%,3%,2143,2017.247721,68705.89727,,,,,
S01008696,Willowbrae and Duddingston Village - 03,City of Edinburgh,634,430,6590,5,10,19,95,2%,15,6294,3%,13,5848,30,50,22,80,11%,0%,53,6649,87%,5.58,37,4%,21%,5441,1.78,2.6,2.95,2.94,5.27,4.46,7.11,7.8,11.16,0%,4021,3,48,6206,41,19,6%,3%,4150,1255.104143,52763.8185,,,,,
S01008697,Willowbrae and Duddingston Village - 04,City of Edinburgh,1039,662,6310,5,10,19,91,3%,32,5930,2%,16,6210,40,36,0,65,12%,8%,62,6354,94%,6.1,36,3%,12%,6277,1.84,2.85,3.38,2.66,4.96,5.67,9.35,9.49,12.45,0%,3021,23,224,3041,59,19,6%,2%,4762,4070.156565,413597.3407,,,,,
S01008698,Willowbrae and Duddingston Village - 05,City of Edinburgh,504,319,6322,5,10,19,91,2%,9,6570,3%,8,6145,40,14,100,98,12%,0%,95,5702,85%,6.19,40,2%,15%,5761,1.41,2.77,3.4,2.35,4.33,6.08,7.39,8.43,11.79,0%,3914,17,342,1885,27,0,5%,0%,5615,2691.257918,118049.6983,,,,,
S01008699,Willowbrae and Duddingston Village - 06,City of Edinburgh,868,544,2300,2,4,7,33,17%,144,1972,10%,55,2650.5,105,132,150,119,19%,0%,93,2885,71%,5.05,115,6%,11%,1894,2.02,3.36,4.01,2.22,3.36,5.81,9.5,11.5,12.21,0%,2986,18,210,3258,134,37,15%,4%,1370,2000.148835,104951.6837,,,,,
S01008700,Willowbrae and Duddingston Village - 07,City of Edinburgh,542,332,5729,5,9,17,83,2%,11,6469,2%,8,6201,40,34,136,53,12%,0%,65,6190,0%,5.6,60,0%,18%,5474,3.53,4.65,5.33,2.91,3.17,5.84,11.09,12.69,11.45,0%,1646,23,430,1329,30,18,5%,3%,4330,5774.470125,1278636.325,,,,,
S01008701,Craigmillar - 01,City of Edinburgh,831,618,1172,1,2,4,17,23%,187,1110,15%,95,1372,170,181,190,142,20%,5%,129,1158,71%,5.52,189,7%,7%,1277,6.26,3.45,4.14,3.25,4.41,3.5,7.64,8.41,7.87,0%,2630,33,402,1491,89,2,22%,1%,809,3190.684261,355287.0682,,,,,
S01008702,Craigmillar - 02,City of Edinburgh,684,548,2134,2,4,7,31,15%,106,2150,6%,33,4142,110,34,0,34,13%,7%,53,5199,68%,5,119,10%,0%,553,5.44,3.27,5.33,3.68,4.53,2.53,5.78,8.78,5.19,0%,3012,58,844,315,213,20,36%,3%,111,3178.42059,253821.4454,,,,,
S01008703,Craigmillar - 03,City of Edinburgh,1128,738,462,1,1,2,7,34%,386,223,20%,144,681,210,126,209,176,21%,5%,138,650,69%,5.12,201,9%,7%,719,4.72,3.01,5.07,2.66,4.88,2.27,5.71,8.56,5.17,0%,4096,53,467,1144,185,20,19%,2%,1008,1358.319294,97936.00192,,,,,
S01008704,Craigmillar - 04,City of Edinburgh,1335,944,1380,1,2,4,20,15%,206,2168,13%,119,1980,165,106,188,718,20%,3%,136,1036,78%,4.77,170,10%,4%,876,6.12,2.23,3.65,3.42,4.04,2.16,5.9,8.24,6.05,29%,3741,208,1556,69,122,8,17%,1%,1420,19832.74422,4078015.316,,,,,
S01008705,Craigmillar - 05,City of Edinburgh,523,333,1064,1,2,4,16,26%,134,795,17%,55,1160,185,49,134,137,22%,18%,107,1307,78%,5.14,173,9%,3%,1113,6.3,1.48,3.18,1.37,2.85,1.38,4.78,7.65,4.53,0%,6684,31,600,686,77,2,16%,0%,1898,1514.408891,91880.11044,,,,,
S01008706,Niddrie - 01,City of Edinburgh,610,399,485,1,1,2,7,28%,171,566,22%,88,462,235,133,216,160,18%,5%,123,612,61%,4.73,214,6%,9%,325,5.46,2.8,1.09,2.04,4.16,3.8,6.47,3.52,7.69,0%,5442,29,482,1087,130,1,23%,0%,842,1710.265454,93428.79179,,,,,
S01008707,Niddrie - 02,City of Edinburgh,953,616,173,1,1,1,3,40%,379,85,25%,155,251,270,133,346,224,23%,3%,129,228,67%,5.17,220,11%,2%,276,5.91,2.37,2.09,3.28,3.43,3.4,6.16,6.76,7.09,0%,4669,38,404,1478,165,6,19%,1%,1212,2594.715737,96681.52721,,,,,
S01008708,Niddrie - 03,City of Edinburgh,1043,649,164,1,1,1,3,34%,359,216,28%,183,133,225,420,468,278,27%,3%,147,174,64%,4.71,184,7%,3%,292,6.28,2.59,2.56,3.36,3.32,3.6,5.54,6.21,6.54,2%,3904,53,505,986,137,40,16%,5%,1112,3097.838782,188739.5646,,,,,
S01008709,Niddrie - 04,City of Edinburgh,734,476,756,1,2,3,11,26%,193,726,17%,80,1041,225,86,137,90,21%,9%,115,886,66%,5.06,231,4%,4%,375,5.36,2.9,1.56,3.47,4,3.93,7.23,5.01,8.45,0%,4201,26,359,1762,174,13,23%,2%,676,1825.112189,93160.74945,,,,,
S01008710,Niddrie - 05,City of Edinburgh,452,289,393,1,1,2,6,30%,134,444,20%,59,594,230,166,246,89,19%,5%,121,704,60%,4.65,181,11%,6%,242,6.08,3.6,1.55,3.21,5.17,4.62,7.73,3.91,9,0%,3230,40,874,290,133,4,27%,1%,463,1160.642612,75125.69297,,,,,
S01008711,Niddrie - 06,City of Edinburgh,785,470,664,1,1,2,10,27%,210,690,18%,83,938,180,110,145,156,24%,12%,112,1104,65%,5.1,200,6%,1%,322,3.23,2.87,2.78,4.91,4.89,3.83,5.74,6.92,9.26,0%,3418,53,671,562,129,12,18%,2%,1190,1983.1799,185328.1794,,,,,
